Ticker,Open,High,Low,Close,Volume,ChangePct,RVOL,RSI4,P_up,ConnorsRSI,SqueezeHint
BAC,51.47999954223633,52.33000183105469,51.439998626708984,51.849998474121094,18671267.0,0.2901309651220929,0.503453704095794,21.428337874659405,,,
ORCL,295.2699890136719,298.75,288.54998779296875,291.3299865722656,37894457.0,-5.553396018072309,1.0523436818985532,34.61195361284567,,,
MRK,79.77999877929688,79.875,77.5999984741211,77.5999984741211,11400083.0,-2.59821732446216,0.9178057663649927,0.0,,,
NFLX,1203.0899658203125,1216.5999755859375,1191.510009765625,1208.239990234375,1987468.0,0.3563303489753977,0.6813622967424976,16.684615985895306,,,
ABBV,220.10000610351562,222.25,218.03750610351562,218.5399932861328,6641859.0,-0.6591264015747833,1.251143008483945,3.325395876146672,,,
KO,66.75,66.9198989868164,65.94999694824219,65.9800033569336,10666646.0,-0.7072891089440869,0.5762959621480442,34.48283119534449,,,
PEP,143.0,143.4199981689453,139.86000061035156,139.9199981689453,6677239.0,-1.5826123858609376,0.8349792696648852,27.66992089123285,,,
ADBE,351.9100036621094,357.0,351.5,354.1600036621094,3220260.0,0.251936104428907,0.5678401317000608,6.582939073278197,,,
CRM,244.5,244.64999389648438,239.48500061035156,240.9499969482422,6233276.0,-2.0090294252179453,0.5875145463027677,28.07145465147329,,,
CSCO,67.31999969482422,68.23500061035156,67.11009979248047,67.8499984741211,20757159.0,0.7872828010984323,1.1006877989310302,37.32390582521142,,,
AMD,157.13499450683594,161.6300048828125,154.77980041503906,161.27000427246094,35450463.0,0.2424163213648134,0.7982696460266304,99.4900739587388,,,
TM,197.69000244140625,197.99000549316406,197.02000427246094,197.27999877929688,144657.0,-0.40890381824839617,0.5775702378663715,33.7231818060137,,,
TMO,467.010009765625,468.760009765625,457.4049987792969,459.2200012207031,2827068.0,-1.876068115234375,1.4764311480519308,0.0,,,
LIN,474.1300048828125,476.3500061035156,470.0,473.7799987792969,1534507.0,-0.0738207031639182,0.8466477440333744,22.731944820124426,,,
CMCSA,31.709999084472656,31.90999984741211,31.520000457763672,31.6200008392334,19346640.0,0.03163628183722178,0.7887095233585603,56.0000915520359,,,
NKE,71.16000366210938,71.16000366210938,69.05149841308594,69.23999786376953,10825751.0,-2.7801226102170062,0.874376975417266,22.591356231639395,,,
MCD,305.8800048828125,306.2699890136719,301.95001220703125,302.29998779296875,1973944.0,-0.6670386977508214,0.631092138165654,48.99475524475525,,,
DIS,112.70999908447266,114.05000305175781,112.6500015258789,112.98999786376953,4673485.0,-0.3879065857554931,0.5547647677362447,37.699631449631454,,,
PFE,24.09000015258789,24.145000457763672,23.579999923706055,23.600000381469727,52190955.0,-2.0340380573452443,1.110140497471996,15.872842870118077,,,
WFC,83.69000244140625,84.66000366210938,83.55500030517578,84.31999969482422,6033891.0,0.24967195690022148,0.4155694079892995,41.01127689030427,,,
ABNB,122.91000366210938,122.91000366210938,121.1177978515625,121.75,3560362.0,-1.0805994566690957,0.6995898835519385,0.0,,,
AMAT,199.0399932861328,200.72000122070312,196.1999969482422,199.60000610351562,5779974.0,-0.9134215228307707,0.6698853217232027,86.03947374514335,,,
QCOM,171.2100067138672,171.94000244140625,167.93499755859375,169.67999267578125,7900653.0,-2.2299108659896816,0.9802545104838953,62.92229870962348,,,
TXN,183.64999389648438,183.66000366210938,180.11000061035156,182.0399932861328,3819404.0,-1.3012411209633812,0.4963297574341268,67.87143426172749,,,
INTC,31.610000610351562,34.25,31.209999084472656,33.9900016784668,291034584.0,8.872525387684504,2.556879063410561,86.44628859976362,,,
HON,208.89999389648438,209.3800048828125,207.3000030517578,207.6999969482422,4058275.0,-0.43145212317339254,0.9025381052154016,13.537050980496687,,,
UPS,83.80000305175781,83.98999786376953,82.36000061035156,82.58000183105469,8381340.0,-1.5733011571126942,0.9552476482497088,16.055267412804724,,,
CAT,464.7099914550781,468.0,459.57501220703125,463.7200012207031,2960441.0,-1.2920682036255626,1.07992397373396,39.8851978825971,,,
RTX,162.13999938964844,162.3000030517578,159.6873016357422,160.50999450683594,3903905.0,-0.5391066734744099,0.9395837631690689,78.30403348554033,,,
IBM,272.93499755859375,284.2300109863281,271.30999755859375,281.44000244140625,9844312.0,5.19941828040924,2.1080300766357283,80.74410016157104,,,
CVX,159.44000244140625,161.00999450683594,159.35000610351562,160.72000122070312,4252343.0,0.967463635997623,0.561180045326678,96.68729603619143,,,
SBUX,84.53500366210938,84.66999816894531,82.88999938964844,83.83000183105469,8634435.0,-0.5221251092193069,0.9450880758501691,37.79273601322767,,,
SPY,657.9400024414062,659.4055786132812,654.405029296875,658.0499877929688,81671510.0,-0.4613504621998388,1.0849943872472647,26.320205461931224,,,
QQQ,592.2000122070312,595.114990234375,588.5,593.530029296875,69425790.0,-0.43112672275088526,1.2797477481373385,24.739859280295008,,,
META,753.4500122070312,756.7650146484375,744.5499877929688,748.9099731445312,10517824.0,-1.5447112264138307,0.975124345268327,13.15318340341426,,,
NVDA,174.47999572753906,180.25999450683594,173.125,177.69000244140625,190579177.0,0.40684930538323894,0.993656862771216,53.56644774399385,,,
AMZN,220.05999755859375,220.6699981689453,216.47000122070312,218.14999389648438,48037872.0,-0.935476479077324,1.0837834768563261,0.0,,,
AAPL,253.2050018310547,257.1700134277344,251.71200561523438,256.8699951171875,50836929.0,1.8072995928489766,0.836989943434971,80.06348827226043,,,
MSFT,508.0,510.010009765625,505.0400085449219,507.0299987792969,15463695.0,-0.6115838781761473,0.7559476413317001,7.221238768465724,,,
GOOGL,244.1649932861328,246.49000549316406,240.74000549316406,245.7899932861328,30515935.0,-0.5462515605930585,0.7485859405063393,0.0,,,
TSLA,435.239990234375,435.2900085449219,419.0799865722656,423.3900146484375,95697521.0,-4.381307961359793,1.0256285156883438,47.4640476823028,,,
AMD,157.13499450683594,161.6300048828125,154.77980041503906,161.27000427246094,35450463.0,0.2424163213648134,0.7982696460266304,99.4900739587388,,,
